id,y
1116,93.7806167603
1117,111.688819885
1120,93.6496734619
1124,111.822853088
1125,93.7816314697
1126,111.510475159
1134,111.293464661
1137,93.8834533691
1138,111.953445435
1144,110.995666504
1145,94.0683364868
1146,93.2937240601
1148,94.4916381836
1150,93.4922637939
1152,103.509750366
1153,93.8430328369
1154,103.078460693
1155,93.9357299805
1157,92.9964370728
1162,93.9882049561
1165,111.956581116
1166,93.7543487549
1167,103.076690674
1168,94.3157577515
1169,102.016052246
1171,115.646095276
1172,94.5789718628
1173,102.016052246
1174,93.9163284302
1176,95.0022964478
1177,102.670249939
1178,93.4977264404
1182,112.0493927
1186,94.1583480835
1187,112.963249207
1188,93.9497756958
1189,115.980903625
1191,105.301513672
1192,93.9882049561
1197,112.201545715
1198,92.972038269
1200,78.2909469604
1201,94.2081604004
1203,95.0830917358
1209,115.834709167
1214,103.633804321
1218,110.825523376
1222,94.6460723877
1226,95.1506347656
1228,93.3816604614
1230,92.7605361938
1232,78.2425918579
1233,97.8427658081
1236,112.806533813
1238,93.2724227905
1241,110.995666504
1244,103.941680908
1246,94.4723358154
1247,112.212333679
1250,111.617332458
1251,93.5028839111
1254,112.668510437
1255,93.7319946289
1256,109.748100281
1257,92.9422988892
1258,93.0098800659
1259,111.197425842
1260,93.8033676147
1263,110.995666504
1267,78.1663665771
1268,110.639671326
1271,93.9357299805
1272,111.197425842
1274,104.194549561
1275,93.9882049561
1276,111.197425842
1277,93.0299453735
1279,93.2937240601
1281,93.7401275635
1282,93.9497756958
1283,111.755050659
1285,111.300140381
1286,94.0290374756
1289,111.317245483
1296,112.789772034
1299,93.4922637939
1301,93.7517166138
1306,92.9058837891
1307,93.5333251953
1308,93.4753417969
1313,111.197425842
1314,94.303062439
1315,111.088760376
1316,93.2047042847
1317,111.197425842
1319,93.2667236328
1323,94.1583480835
1324,103.794677734
1325,94.2474060059
1328,102.637908936
1329,94.1785202026
1330,110.77545929
1331,93.2795944214
1332,103.4063797
1337,94.0798568726
1338,110.807556152
1339,92.2742233276
1340,111.603530884
1343,112.702033997
1347,103.783447266
1348,94.2608032227
1349,104.438186646
1352,93.8946914673
1354,94.9360275269
1359,112.431976318
1360,94.4533691406
1363,111.335037231
1364,94.6492919922
1365,103.481803894
1366,93.3389587402
1372,93.9876022339
1375,103.503013611
1376,93.4019470215
1378,92.6396713257
1379,113.024879456
1380,94.4533691406
1381,102.191627502
1384,112.301979065
1387,93.6298751831
1388,111.270126343
1392,78.5602493286
1394,103.353317261
1395,94.0775909424
1396,111.335037231
1398,93.620475769
1399,111.335037231
1400,94.0428848267
1401,93.6293258667
1403,93.6296081543
1404,110.431037903
1406,111.335037231
1407,93.5170974731
1408,111.300598145
1410,78.2777786255
1412,111.335037231
1413,94.1601867676
1415,94.5349273682
1420,111.300598145
1422,110.903091431
1423,109.675453186
1424,111.300598145
1425,94.3006210327
1426,78.2777786255
1427,95.314956665
1429,92.3333129883
1430,111.881523132
1431,94.9360275269
1432,102.86541748
1434,112.196388245
1437,94.0953369141
1438,104.01940155
1440,111.182014465
1441,111.879310608
1442,94.2742843628
1444,111.790405273
1445,94.5874023438
1446,103.707557678
1448,92.8893356323
1453,93.5634002686
1454,111.335037231
1455,94.2200698853
1456,111.146247864
1458,111.335037231
1459,93.3358230591
1461,93.0434265137
1465,93.6298751831
1466,111.487365723
1469,94.2959594727
1472,93.5634002686
1474,93.8771743774
1477,112.487762451
1479,111.632621765
1482,93.2366638184
1483,78.0377960205
1487,94.0697784424
1488,110.991737366
1490,111.956268311
1492,112.188446045
1494,116.056999207
1496,102.400039673
1497,94.5516891479
1499,95.1341247559
1502,93.8777313232
1507,111.307746887
1508,93.8946914673
1509,111.320419312
1511,93.5419616699
1512,112.346549988
1513,114.705757141
1514,103.633865356
1518,111.743545532
1519,93.4618911743
1522,111.517036438
1524,78.5210113525
1527,94.2742843628
1529,93.8728866577
1532,103.467163086
1536,112.524658203
1537,115.910804749
1539,105.14616394
1542,112.457611084
1543,93.4019470215
1544,103.773452759
1545,78.6800003052
1550,93.4544219971
1551,111.466972351
1554,105.323501587
1556,103.57144928
1559,93.251953125
1560,78.804359436
1562,94.5431060791
1566,93.4618911743
1567,111.902084351
1569,104.249092102
1570,112.798431396
1571,111.991439819
1574,93.8946914673
1578,103.672767639
1580,93.4359741211
1583,111.789871216
1584,93.8946914673
1585,112.003372192
1586,94.2833404541
1587,112.083869934
1588,93.3476333618
1590,113.984893799
1592,103.125396729
1596,113.201828003
1598,110.683250427
1599,93.4646224976
1604,114.515365601
1606,102.371246338
1607,94.1601867676
1608,103.115234375
1609,115.722190857
1611,94.1246948242
1613,94.9872512817
1616,94.5102386475
1619,111.62461853
1620,93.6706314087
1621,111.671882629
1622,93.6753616333
1625,110.412521362
1627,115.722190857
1629,110.536148071
1634,94.473526001
1636,94.025680542
1638,103.280807495
1639,94.1673355103
1641,95.314956665
1643,93.8957977295
1644,103.259231567
1645,116.056999207
1646,93.4119567871
1647,105.323501587
1648,94.3850784302
1652,93.4359741211
1653,112.596443176
1656,94.8758010864
1658,93.4646224976
1659,111.251441956
1661,94.2283172607
1663,94.1601867676
1664,112.08555603
1665,94.1675949097
1666,103.57144928
1667,102.877952576
1668,78.6052398682
1669,103.083862305
1670,94.5420761108
1672,112.132102966
1674,112.7108078
1677,110.991737366
1678,94.0312194824
1679,111.784759521
1680,94.3904724121
1683,103.434768677
1686,102.906486511
1687,110.903091431
1689,112.321083069
1690,93.5510635376
1691,115.394065857
1692,112.166221619
1693,93.8946914673
1695,93.403175354
1696,93.5634002686
1697,111.251441956
1700,103.57144928
1701,93.951210022
1702,112.083869934
1703,93.7025222778
1704,112.366088867
1706,94.8153076172
1707,112.89239502
1708,94.6446228027
1710,94.2953414917
1711,103.325881958
1713,104.959976196
1717,103.729942322
1719,103.672767639
1720,93.7279815674
1722,94.1027526855
1725,103.513053894
1726,94.9310073853
1727,103.902282715
1729,111.451065063
1730,93.3115921021
1731,111.101722717
1733,103.57144928
1734,94.0562133789
1735,110.903091431
1738,94.9872512817
1742,93.0910415649
1745,112.7108078
1747,93.8650283813
1749,94.2268447876
1751,94.2480545044
1752,78.3640441895
1753,102.086524963
1754,93.4386825562
1755,94.1163406372
1756,103.892837524
1758,113.159431458
1759,94.0426940918
1760,103.968101501
1761,111.966880798
1762,93.0844345093
1763,110.926429749
1764,92.8651580811
1766,94.3128204346
1768,94.2796783447
1769,77.7082672119
1771,112.200874329
1772,93.7819671631
1773,103.43649292
1774,94.2546157837
1775,112.354927063
1777,111.799499512
1779,94.0426940918
1780,105.02192688
1787,93.5251464844
1788,93.0368728638
1790,94.2077026367
1796,111.85609436
1801,93.5989456177
1803,93.8201141357
1807,111.804641724
1809,112.147659302
1812,93.71900177
1813,112.202156067
1814,93.9913787842
1815,112.791824341
1816,94.3633499146
1818,92.6977615356
1820,92.8277206421
1821,112.364013672
1822,93.7713012695
1825,93.7905349731
1826,103.150306702
1828,94.2938842773
1831,104.435829163
1836,111.219863892
1837,94.0834274292
1841,93.7561416626
1844,103.384132385
1848,92.6955108643
1851,104.970588684
1852,95.0778579712
1853,93.5955352783
1854,111.037200928
1856,93.6589355469
1859,112.147659302
1860,94.2077026367
1861,78.4206085205
1863,103.971046448
1865,94.0690917969
1866,104.918113708
1867,94.161277771
1868,93.2815551758
1872,94.4054794312
1879,93.8317947388
1880,103.101600647
1882,94.1365966797
1885,103.313735962
1887,103.242904663
1888,93.7213745117
1890,112.366752625
1894,94.810585022
1895,102.971740723
1896,94.5059585571
1897,112.49773407
1900,111.390991211
1901,92.9967880249
1902,112.112640381
1905,93.2387161255
1906,110.499137878
1912,103.529449463
1915,93.960647583
1916,104.228904724
1917,94.3456192017
1918,103.150306702
1920,77.8843231201
1923,93.006362915
1924,104.685935974
1925,94.0355758667
1930,115.700584412
1932,111.251914978
1933,92.9894638062
1934,112.036277771
1935,92.9415359497
1940,78.2208557129
1941,93.3249511719
1942,112.313598633
1943,92.9992828369
1944,92.3873519897
1945,110.422454834
1948,115.889198303
1949,93.3212127686
1952,93.1966629028
1954,93.3482131958
1955,111.05015564
1958,92.8989562988
1959,77.7701873779
1960,110.926429749
1963,93.7685241699
1965,94.0070343018
1968,103.560874939
1969,94.5282592773
1971,93.7685241699
1972,111.742019653
1973,93.2857513428
1975,93.2656021118
1977,94.7837219238
1978,94.3012008667
1979,111.490875244
1981,93.2656021118
1982,112.148132324
1987,112.215805054
1988,93.2845153809
1993,94.5358276367
1997,93.0199813843
1999,94.0502929688
2001,94.7553329468
2002,112.571357727
2003,93.4585418701
2004,79.0354919434
2006,111.533988953
2007,93.7605209351
2009,104.048614502
2010,93.3806838989
2013,95.0153121948
2018,77.6716995239
2022,103.479362488
2024,110.93157959
2025,94.1293334961
2026,104.719810486
2030,103.828445435
2031,93.4532928467
2032,103.529449463
2033,93.9240493774
2035,92.746711731
2036,111.444358826
2037,93.9276428223
2040,94.7581100464
2043,112.981277466
2044,103.93926239
2046,104.08707428
2054,110.53881073
2055,94.1295928955
2056,105.02192688
2059,92.4983520508
2060,92.9967880249
2062,93.5542907715
2063,112.297271729
2066,94.810585022
2067,111.358840942
2072,94.2108612061
2073,111.472480774
2074,95.7743682861
2075,112.813735962
2076,92.8175048828
2080,93.2966690063
2082,92.9967880249
2085,111.293785095
2087,112.298316956
2091,111.3592453
2092,94.1289138794
2093,105.02192688
2098,93.5197525024
2101,110.926429749
2102,92.6977615356
2103,78.2208557129
2105,104.918113708
2106,93.9902191162
2107,112.732299805
2110,93.8522872925
2114,94.0212860107
2115,112.147964478
2117,80.30443573
2118,93.4957580566
2119,103.725776672
2120,94.2077026367
2122,93.7041625977
2123,111.435043335
2126,93.7685241699
2127,104.605529785
2128,93.8086166382
2129,111.650062561
2132,94.933921814
2135,103.772666931
2138,93.827911377
2139,115.700584412
2141,110.558502197
2142,93.4966812134
2146,93.7087554932
2151,112.199424744
2157,103.362556458
2159,114.549369812
2162,94.0405883789
2164,114.967384338
2167,92.1271438599
2168,110.546585083
2171,92.521812439
2173,93.8216705322
2174,102.171051025
2175,93.8501586914
2178,93.9279785156
2180,95.126914978
2185,111.34614563
2189,93.5265274048
2190,111.299041748
2192,102.925575256
2194,112.230735779
2200,112.632904053
2201,94.1233901978
2203,111.107528687
2204,93.4030532837
2205,111.543586731
2209,109.10521698
2213,103.280685425
2214,93.1968612671
2215,112.430038452
2216,94.1233901978
2218,93.1848449707
2219,104.408752441
2220,94.3704910278
2222,92.3151168823
2223,111.310974121
2225,111.902908325
2226,94.284324646
2230,93.0702819824
2233,111.277732849
2234,111.994537354
2235,93.4030532837
2236,78.4464797974
2237,92.990234375
2240,115.475395203
2241,93.4065933228
2248,103.354797363
2249,93.9939193726
2250,111.703224182
2252,111.262832642
2253,94.2805099487
2254,111.214691162
2256,78.3912277222
2258,93.1337966919
2259,111.546165466
2262,95.1821670532
2265,93.9683303833
2266,103.598999023
2269,93.7117767334
2271,95.3179473877
2273,93.647315979
2274,111.084472656
2275,94.1233901978
2277,93.7425231934
2279,93.4030532837
2280,78.026802063
2282,95.126914978
2283,102.672454834
2288,93.2503509521
2289,110.561531067
2291,94.173538208
2292,115.933273315
2297,94.3704910278
2298,103.153533936
2299,94.0792312622
2300,111.774414062
2301,93.0702667236
2304,94.3860092163
2305,103.343963623
2306,95.1821670532
2308,92.8635101318
2309,112.267623901
2311,97.9198150635
2312,103.830207825
2316,103.394050598
2321,103.401222229
2322,111.300842285
2325,103.70450592
2326,93.8969650269
2329,115.933273315
2330,93.7425231934
2331,102.817802429
2332,111.079841614
2333,95.1821670532
2334,102.824615479
2335,109.817230225
2337,111.481460571
2338,93.1102218628
2340,111.079841614
2342,96.6870498657
2345,93.595993042
2349,95.3324508667
2351,77.9356689453
2352,94.173538208
2354,110.980308533
2355,114.430488586
2357,111.902908325
2358,93.6365966797
2360,94.0162582397
2361,110.980308533
2364,93.4023971558
2366,95.5032501221
2369,103.290626526
2370,93.9627685547
2371,110.984039307
2373,116.449172974
2374,93.26902771
2376,111.956863403
2378,110.349380493
2382,94.8531494141
2383,93.0810546875
2386,103.353797913
2387,93.5093917847
2389,93.2225646973
2390,110.995956421
2392,93.6505432129
2398,111.079841614
2399,94.3469009399
2400,93.7101516724
2401,110.823020935
2402,93.4449539185
2404,98.577003479
2407,111.933868408
2408,111.557182312
2409,111.609359741
2412,81.2220916748
2413,94.9797668457
2415,94.5278701782
2420,111.42149353
2422,93.7340393066
2423,102.535522461
2426,93.9282913208
2432,93.7295837402
2434,92.6187667847
2435,93.2225646973
2436,111.254562378
2438,110.379272461
2440,112.294311523
2443,92.9708480835
2444,93.5219802856
2447,103.354797363
2450,94.0331802368
2454,92.9888687134
2455,112.135528564
2459,95.1821670532
2460,110.856399536
2463,92.8915786743
2465,93.8023223877
2468,78.1507720947
2469,93.4030532837
2474,92.2858734131
2478,92.9821166992
2480,93.5366668701
2481,115.475395203
2489,95.126914978
2490,103.87701416
2492,93.069694519
2496,95.1821670532
2497,112.720626831
2500,94.0873565674
2505,95.1296920776
2507,92.6261672974
2508,111.543586731
2509,94.3023986816
2510,79.3456954956
2513,93.2314376831
2515,95.126914978
2518,93.0810546875
2519,110.197685242
2520,93.0810546875
2521,112.012817383
2523,112.050834656
2525,93.6286239624
2529,111.984268188
2530,94.2062683105
2533,111.737586975
2535,92.6414642334
2538,102.591461182
2544,110.312461853
2553,111.956176758
2556,93.0046463013
2558,93.516784668
2559,115.441879272
2560,93.8880767822
2561,111.592132568
2562,94.4297790527
2563,112.104385376
2564,92.7016448975
2565,111.360610962
2567,103.986503601
2572,93.4896392822
2575,94.4271316528
2576,114.70841217
2577,94.7516784668
2578,94.1206893921
2579,111.581352234
2580,92.9962997437
2582,112.148628235
2583,93.4390716553
2587,92.7915344238
2589,112.256607056
2590,94.2012176514
2591,111.984268188
2594,93.6707382202
2597,94.4238128662
2598,103.639228821
2599,94.7170562744
2600,102.9090271
2602,110.927093506
2603,93.4896392822
2604,103.609443665
2606,111.794509888
2607,78.4954910278
2608,94.398651123
2613,111.835456848
2614,94.0007858276
2615,111.62412262
2617,112.692260742
2620,93.6298751831
2623,115.936561584
2624,94.5989685059
2627,111.835456848
2629,78.4954910278
2630,92.936164856
2632,94.0697784424
2636,93.6438903809
2639,93.9330749512
2640,104.291358948
2642,111.984268188
2644,103.779876709
2646,111.576934814
2647,94.1612472534
2649,93.9409713745
2650,107.096420288
2652,103.57144928
2653,102.406455994
2655,107.981124878
2657,111.162719727
2659,111.335037231
2662,93.8831863403
2663,114.260734558
2664,93.9249725342
2665,103.351272583
2670,94.8967056274
2671,103.520263672
2672,94.0822906494
2675,103.57144928
2677,111.195762634
2679,111.848266602
2683,111.676887512
2684,94.5511398315
2685,93.4795379639
2688,102.407402039
2689,95.230758667
2690,103.155166626
2693,94.9493484497
2694,111.940940857
2697,101.451919556
2699,94.3409500122
2703,92.910194397
2705,103.710212708
2709,78.8029632568
2710,93.4099807739
2711,113.061592102
2712,93.3546142578
2713,95.0193710327
2714,112.840538025
2715,91.9828414917
2717,93.4850311279
2718,111.627372742
2720,111.760253906
2721,94.2479248047
2726,94.5436553955
2728,93.6725463867
2731,103.288536072
2732,111.300598145
2734,93.7194747925
2736,103.430801392
2737,93.1959609985
2738,103.061378479
2739,114.818405151
2746,93.1913375854
2749,103.167449951
2751,116.056999207
2752,103.691551208
2753,94.1080093384
2757,104.18006134
2758,94.3727035522
2759,112.034141541
2760,94.6028137207
2762,111.537963867
2764,94.3926849365
2765,111.001655579
2769,112.684211731
2771,110.251220703
2774,93.9741439819
2776,92.2800140381
2777,112.92049408
2778,93.207824707
2779,113.026161194
2782,93.1124649048
2784,94.2980575562
2787,92.9392623901
2789,93.9846572876
2792,94.3036193848
2798,94.2239456177
2799,102.719581604
2800,94.0897445679
2801,78.8580093384
2802,92.9978713989
2804,93.8020629883
2807,103.437675476
2808,94.0867385864
2809,117.449516296
2811,115.773452759
2812,94.3102416992
2814,93.2845916748
2816,93.9174423218
2817,111.904563904
2818,111.436126709
2820,111.417129517
2821,78.2376403809
2822,94.429397583
2823,103.367019653
2824,94.2479248047
2826,92.6196899414
2829,93.0211334229
2834,93.652557373
2835,77.8004074097
2838,94.4981231689
2839,111.264167786
2840,92.6432495117
2841,111.623596191
2842,95.265045166
2846,113.13621521
2848,94.5154495239
2849,92.1999130249
2850,112.840538025
2851,94.1759414673
2853,93.9393005371
2854,111.984268188
2858,114.029594421
2861,94.4497146606
2864,93.1525726318
2865,114.260734558
2866,110.890022278
2867,92.9962997437
2868,112.047744751
2870,111.654434204
2877,93.6949310303
2878,111.835456848
2880,112.116615295
2882,78.2735443115
2883,94.6177368164
2884,103.154602051
2885,93.7392730713
2887,95.2097930908
2888,111.161582947
2889,93.9956207275
2890,103.779876709
2891,98.0026931763
2892,115.893707275
2893,94.1086273193
2898,112.347099304
2899,93.3039779663
2900,112.587081909
2901,97.1064682007
2909,94.4533691406
2910,112.311607361
2911,112.131942749
2913,111.501342773
2914,94.7221298218
2918,93.3775482178
2919,111.52532196
2920,94.1092529297
2921,111.835456848
2922,94.2143707275
2923,103.206726074
2925,112.327079773
2926,92.9962997437
2927,112.207756042
2929,111.52759552
2933,94.9184646606
2934,111.651512146
2936,111.172142029
2941,102.802352905
2942,93.5043106079
2943,111.219825745
2945,103.610702515
2950,93.5222702026
2951,111.201187134
2953,114.657188416
2954,94.0709533691
2955,103.05153656
2956,95.3111801147
2960,95.1384353638
2962,93.2979812622
2963,105.078895569
2964,103.57144928
2966,78.1096801758
2967,94.1111297607
2968,112.388435364
2969,93.3988494873
2971,92.8913497925
2972,94.4533691406
2974,93.3216781616
2975,111.96383667
2977,116.056999207
2980,112.014305115
2981,94.2194290161
2983,94.0828704834
2984,103.903755188
2985,116.016151428
2986,103.352622986
2987,94.4533691406
2989,93.3078384399
2990,111.231445312
2991,94.1679229736
2992,77.7210617065
2995,101.451919556
2996,103.043113708
3002,111.931816101
3004,112.097869873
3005,114.382667542
3006,94.1350708008
3010,94.0248641968
3011,105.138084412
3014,93.0906295776
3015,93.3572540283
3016,94.0512084961
3017,111.319221497
3018,92.8216629028
3021,103.153961182
3024,103.639228821
3028,93.1611328125
3030,93.207824707
3032,94.3247070312
3039,94.6392059326
3040,105.438667297
3041,97.314666748
3043,94.1047058105
3044,111.566490173
3046,111.595993042
3055,92.7084884644
3056,111.736534119
3058,93.9009094238
3059,109.10383606
3061,115.910804749
3063,103.904151917
3066,94.5882339478
